,Year,Country Name,Country Code,Births attended by skilled health staff (% of total) [SH.STA.BRTC.ZS],Current health expenditure per capita (current US$) [SH.XPD.CHEX.PC.CD],"Current health expenditure per capita, PPP (current international $) [SH.XPD.CHEX.PP.CD]",Diabetes prevalence (% of population ages 20 to 79) [SH.STA.DIAB.ZS],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Labor force, total [SL.TLF.TOTL.IN]","Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]","Literacy rate, youth total (% of people ages 15-24) [SE.ADT.1524.LT.ZS]",Net migration [SM.POP.NETM],People using at least basic drinking water services (% of population) [SH.H2O.BASW.ZS],"People using at least basic drinking water services, rural (% of rural population) [SH.H2O.BASW.RU.ZS]","People using at least basic drinking water services, urban (% of urban population) [SH.H2O.BASW.UR.ZS]",People using at least basic sanitation services (% of population) [SH.STA.BASS.ZS],"People using at least basic sanitation services, rural (% of rural population) [SH.STA.BASS.RU.ZS]","People using at least basic sanitation services, urban  (% of urban population) [SH.STA.BASS.UR.ZS]",Rural population (% of total population) [SP.RUR.TOTL.ZS],"School enrollment, primary (% gross) [SE.PRM.ENRR]","School enrollment, secondary (% gross) [SE.SEC.ENRR]","School enrollment, tertiary (% gross) [SE.TER.ENRR]","Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age) [SH.ALC.PCAP.LI]",Urban population (% of total population) [SP.URB.TOTL.IN.ZS]
139,2018,Netherlands,NLD,,4742.0302736,5251.24157815,5.3,81.5609756097561,9160976.0,,,80000.0,99.99999928345409,100.0,100.0,97.71361006157551,99.8939352967043,97.5,8.510000000000009,104.2296,135.5751,84.98045,8.7,91.49
140,2018,New Caledonia,NCL,,,,7.2,77.14878048780491,137372.0,97.8,99.2,2510.0,99.32859758889721,,,100.0,,,29.316999999999997,,,,,70.683
141,2018,New Zealand,NZL,96.3,3745.2164613000004,3664.7215455,5.2,81.65853658536591,2747536.0,,,74403.0,100.0,100.0,100.0,100.0,100.0,100.0,13.462,99.97476,114.59,82.03322,10.7,86.538
142,2018,Nicaragua,NIC,88.0,188.158313,484.53229024,10.0,74.068,3008832.0,82.61455,91.57178,-106360.0,81.52476353508929,59.1074466319594,97.55976449023859,74.4347308149472,61.5196951135334,83.672794884026,41.478,120.6404,73.43242,,5.2,58.522
143,2018,Niger,NER,39.7,22.68333964,61.43025084,3.9,61.599,8836202.0,30.56039,39.787729999999996,20001.0,50.27306506350921,43.623734161309606,84.2924302402704,13.566659687881698,7.65382691723356,43.8179423240535,83.575,74.7362,24.25375,4.41435,0.5,16.425
144,2018,Nigeria,NGA,40.3,79.33990545,213.7372371,4.7,53.95,60698492.0,62.016009999999994,75.02875,-300000.0,71.376630701811,55.59290593296479,87.46698440592128,39.1717540974593,30.6639538471209,47.844834582368705,49.656000000000006,84.72564,42.00254,10.174430000000001,13.4,50.343999999999994
145,2018,North Macedonia,MKD,99.9,327.84334608,934.57501099,6.9,75.589,957169.0,97.8,98.6,-4999.0,93.1414628465258,96.6378922185963,90.58326412252171,99.1247422137253,97.928488863328,100.0,42.037,93.89246,81.89322,41.14333,8.1,57.963
146,2018,Northern Mariana Islands,MNP,,,,,,,,,,100.0,,,78.90500284959799,,,8.38200000000001,,,,,91.618
147,2018,Norway,NOR,99.1,7477.89760673,6203.454703,3.6,82.509756097561,2781429.0,,,140000.0,100.000004601753,100.0,100.0,98.0543915037278,98.3,98.0,17.752,100.2602,116.8744,81.99235,7.5,82.24799999999999
148,2018,Oman,OMN,99.1,648.27724661,2826.84695564,13.4,77.393,2688683.0,95.65153000000001,98.61783,437000.0,91.9380784188944,77.9,94.7,99.99999868352671,100.0,100.0,15.460999999999999,103.3921,106.666,38.03621,0.8,84.539
149,2018,Pakistan,PAK,69.3,39.57887533,144.12382406,9.1,66.947,73234565.0,59.13205,74.52638,-1166895.0,91.4654507329944,89.88374298166029,94.2240857954714,59.869495032297,50.265868276118795,76.6190503620918,63.333999999999996,94.14165,42.78196,9.079880000000001,0.3,36.666
150,2018,Palau,PLW,100.0,1674.08990885,1891.91732342,9.1,,,96.59374,98.66444,,99.9999978055265,100.0,100.0,99.9999978055265,100.0,100.0,20.07,112.5687,116.4851,54.68948,,79.93
151,2018,Panama,PAN,94.6,1040.67319231,1750.29885068,9.6,78.149,2023221.0,95.41181,99.09909,56000.0,96.3824189477176,92.85992515799579,98.0888926666667,83.3154589674842,64.8404904836634,92.2656658544471,32.291,94.38599,76.13718,47.79936,7.9,67.709
152,2018,Papua New Guinea,PNG,,55.15180669,92.26734054,3.0,64.01,2587166.0,61.6,67.9,-3999.0,41.3270494165713,34.626886930782,85.7653619025993,12.949266967669802,7.688107825762099,47.8434982237545,86.831,108.5459,47.496159999999996,,1.2,13.169
153,2018,Paraguay,PRY,95.5,327.23510514,767.76711559,4.9,73.992,3467326.0,94.0208,98.28152,-82780.0,99.61019772848779,99.16019702952221,99.89429863328091,89.78369143113791,82.80134214814309,94.19180334664671,38.415,104.3732,75.91105,34.63021,7.2,61.585
154,2018,Peru,PER,92.4,316.43713498,680.9994927,6.2,76.286,18335792.0,94.40827,99.02376,495345.0,91.1278709709881,75.5785830415348,95.5853829744821,74.3429565941762,56.125355599338796,79.5653947644612,22.093000000000004,106.9451,106.4454,70.73786,6.3,77.907
155,2018,Philippines,PHL,84.4,129.4326091,342.28682198,7.7,70.952,44059004.0,98.18255,99.0826,-335758.0,93.568376039874,89.95959769632,97.6901543030415,76.5335020674233,74.82314949222192,78.4869869855009,53.093,107.5098,86.16291,35.47546,6.6,46.907
156,2018,Poland,POL,99.8,809.01490244,1784.39698369,7.6,77.85121951219509,18342832.0,,,-146976.0,99.72468254073459,99.5370967741935,99.84919354838709,98.7966102160572,99.236641221374,98.5045373958181,39.942,100.0159,109.9336,67.82744,11.6,60.058
157,2018,Portugal,PRT,98.9,1800.85991928,2778.4155866,9.7,81.1243902439025,5223691.0,96.13759,99.66391999999999,-30001.0,99.9076602092441,99.73877608780751,100.0,99.6089231422543,99.7952917093142,99.5070311546485,34.789,106.1831,119.9132,63.93581,12.3,65.211
158,2018,Puerto Rico,PRI,,,,10.6,79.63453658536591,1095888.0,92.39,92.38983,-489932.0,97.1247906621916,,,97.1705527086894,,,6.422000000000001,83.03671,81.87628000000001,97.49925,,93.57799999999999
159,2018,Qatar,QAT,100.0,1827.06034376,3926.12103707,15.4,79.98100000000001,2089214.0,93.46396999999999,94.64411,200000.0,99.5681019362621,,,100.0,,,0.8649999999999949,103.8424,105.4658,17.86992,2.0,99.135
160,2018,Romania,ROU,95.2,476.36830872,1152.17544922,6.9,75.30975609756099,8961606.0,98.8445,99.42919,-369997.0,100.0,100.0,100.0,84.3099243448145,71.4566909689373,95.28721720445759,46.001999999999995,86.90768,91.14482,48.24061,12.7,53.998000000000005
161,2018,Russian Federation,RUS,99.7,469.13086784,1329.29241995,7.6,72.11902439024391,73527233.0,99.73006,99.69845,912279.0,97.089911200025,92.6190761100745,98.63699525186571,90.48222462319029,78.1248655461968,94.75836136399599,25.566999999999997,102.5825,103.3848,81.90930999999999,11.7,74.433
162,2018,Rwanda,RWA,90.7,48.07821533,130.38062899,1.6,68.34100000000001,6193988.0,73.21559,86.49277,-44998.0,57.7132785349129,52.6448502403644,82.2415062370245,66.5738423996839,69.6000484859692,51.9287636016591,82.789,133.0415,40.89606,6.72572,9.0,17.211
163,2018,Samoa,WSM,82.5,227.14850878,352.79972298,7.7,73.046,37944.0,99.09577,99.12348,-14013.0,97.38259524097971,96.79035538955759,100.0,98.1679393435428,98.10146835891659,98.46172630477909,81.757,110.5242,93.25814,,2.5,18.243
164,2018,San Marino,SMR,,3012.79423602,3831.9980604,5.9,85.41707317073171,,99.91643,100.0,,100.0,,,100.0,,,2.7739999999999996,108.084,67.85714,42.47126,,97.226
