,Time,Time Code,Country Name,Country Code,"Age dependency ratio, young (% of working-age population) [SP.POP.DPND.YG]",Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS],Domestic general government health expenditure (% of GDP) [SH.XPD.GHED.GD.ZS],Domestic general government health expenditure (% of general government expenditure) [SH.XPD.GHED.GE.ZS],Domestic general government health expenditure (% of current health expenditure) [SH.XPD.GHED.CH.ZS],Domestic general government health expenditure per capita (current US$) [SH.XPD.GHED.PC.CD],"Domestic general government health expenditure per capita, PPP (current international $) [SH.XPD.GHED.PP.CD]",Domestic private health expenditure (% of current health expenditure) [SH.XPD.PVTD.CH.ZS],Domestic private health expenditure per capita (current US$) [SH.XPD.PVTD.PC.CD],"Domestic private health expenditure per capita, PPP (current international $) [SH.XPD.PVTD.PP.CD]","External health expenditure per capita, PPP (current international $) [SH.XPD.EHEX.PP.CD]",External health expenditure per capita (current US$) [SH.XPD.EHEX.PC.CD],Population density (people per sq. km of land area) [EN.POP.DNST],Land area (sq. km) [AG.LND.TOTL.K2],Urban land area (sq. km) [AG.LND.TOTL.UR.K2],Population in the largest city (% of urban population) [EN.URB.LCTY.UR.ZS],Population in largest city [EN.URB.LCTY],"Age dependency ratio, old (% of working-age population) [SP.POP.DPND.OL]",Age dependency ratio (% of working-age population) [SP.POP.DPND],Adjusted net national income per capita (current US$) [NY.ADJ.NNTY.PC.CD],Food imports (% of merchandise imports) [TM.VAL.FOOD.ZS.UN],Food production index (2004-2006 = 100) [AG.PRD.FOOD.XD]
12,2018.0,YR2018,Azerbaijan,AZE,33.1788057430215,6.6518291831016505,1.0049127973616099,2.8143418952822703,15.1073157787323,41.667388916015604,175.828277587891,84.51470136642459,233.099456787109,983.634399414063,4.39917516708374,1.04250657558441,120.265319946776,82670.0,,41.2892628685675,2285729.0,8.79557465280927,41.9743803958308,3146.65431259243,15.5958304119567,148.08
13,2018.0,YR2018,"Bahamas, The",BHS,32.003646550356,5.758889019489289,2.5263994932174705,11.2508498132229,43.8695639371872,777.1649780273441,770.4127807617191,55.5400013923645,983.910888671875,975.362426757813,10.368856430053699,10.459733963012699,38.5254745254745,10010.0,425.89636229999996,,,10.3299242270457,42.333570777401704,27265.9846710987,19.3342990872855,130.89
14,2018.0,YR2018,Bahrain,BHR,24.584375699147802,4.74810488522053,2.75286287069321,8.49383771419525,57.9781413078308,653.521667480469,1313.36791992188,42.0208990573883,473.65383911132795,951.8915405273441,0.0,0.0,2017.27369979138,778.000030517578,549.2779541,40.2932266708532,564631.0,3.0980128948278303,27.682388593975602,20264.0552865819,9.35537501784134,200.76
15,2018.0,YR2018,Bangladesh,BGD,41.2687569019982,2.2742487490177203,0.37964808288961605,2.9944630339741702,16.693340241909002,6.0567340850830105,15.742156982421902,76.5532255172729,27.7752990722656,72.1912307739258,6.36862707138062,2.45030474662781,1239.5793116693599,130170.0,11125.3916,33.123163614014395,19578421.0,7.68354159657816,48.952298498576404,1483.83391139082,16.5599303349689,145.31
16,2018.0,YR2018,Barbados,BRB,25.9413876596811,6.779126822948459,2.9964344576001203,9.0802974998951,44.2008912563324,523.266174316406,593.720397949219,53.8402318954468,637.380187988281,723.1990356445309,26.312210083007802,23.1898555755615,666.606976744186,430.0,420.3754272,,,23.637492694330803,49.5788803540119,13871.6335197304,22.602570559463896,85.02
17,2018.0,YR2018,Belarus,BLR,24.697931403367896,5.92578575015068,4.14589382708073,10.619095712900199,69.9636161327362,239.62532043457,789.9685668945309,29.670944809913603,101.622947692871,335.018585205078,4.12984800338745,1.2527284622192398,46.7287999040892,202988.0078125,7783.031738,26.89016113799,2004672.0,21.738732320204896,46.4366637235728,4979.85802629455,10.1507634318591,133.94
18,2018.0,YR2018,Belgium,BEL,26.584364687003003,10.338669270277,7.98325017094612,15.3138965368271,77.2173881530762,3480.46240234375,3952.8154296875,22.7381244301796,1026.8935546875,1166.25891113281,0.0,0.0,377.21492734478204,30280.0,12349.22852,18.3094284564919,2049510.0,29.286099809668602,55.8704644966716,35803.8562832135,8.965525205985731,84.89
19,2018.0,YR2018,Belize,BLZ,46.5958848530132,5.64282275736332,3.8357838988304103,10.990995913744,67.9763317108154,190.672805786133,326.9853515625,30.44573366642,85.3999252319336,146.452575683594,7.59031581878662,4.426090717315669,16.7939938623411,22810.0,508.0564575,,,7.288678926944491,53.8845637799577,3793.1060252415705,20.181944607747898,94.19
20,2018.0,YR2018,Benin,BEN,78.174388288571,3.71858216822147,1.1149972677230802,4.57516945898533,29.9844712018967,9.225156784057619,25.382152557373,50.680971145629904,15.592734336853,42.9019432067871,16.3668918609619,5.94855546951294,101.853919829727,112760.0,1447.184937,17.0698953919223,927545.0,5.99204680133023,84.1664350899012,686.742052655336,47.813782713495996,161.65
21,2018.0,YR2018,Bermuda,BMU,,,,,,,,,,,,,1184.59257167194,54.000000953674295,38.61519241,,,,,,20.7644721317662,112.44
22,2018.0,YR2018,Bhutan,BTN,37.773805591715394,3.1869623810052903,2.3748742416501,7.900569587945941,74.5184302330017,72.13331604003909,216.41917419433602,14.3134161829948,13.8552865982056,41.569553375244105,32.4349708557129,10.810697555542,19.7775277714448,38143.9990234375,,,,8.79869435971167,46.5724999514271,2703.18488307883,13.7196240612554,102.11
23,2018.0,YR2018,Bolivia,BOL,50.33416533429521,6.443160772323611,4.415350407361981,11.5229703485966,68.5277044773102,150.949127197266,336.935028076172,28.3092200756073,64.250617980957,143.414443969727,11.327607154846199,5.07484292984009,10.4801458506416,1083300.0,,23.0158036386824,1814087.0,11.6498016923282,61.983967026623404,2630.55102228015,7.6163647672166,146.43
24,2018.0,YR2018,Bosnia and Herzegovina,BIH,21.4739445995426,8.93166735768318,6.2952578067779505,15.4747724533081,70.4874753952026,324.552856445313,826.313232421875,29.512524604797395,135.887619018555,345.970550537109,0.0,0.0,64.92048828125,51200.0,1723.1467289999998,21.362596110075298,342577.0,23.9521466331882,45.4260912327308,4584.90603354495,15.801950681831698,125.39
25,2018.0,YR2018,Botswana,BWA,55.3214251283844,6.13456815481186,4.641389474272731,14.315474033355699,75.65959692001341,352.520263671875,790.1111450195309,14.7286742925644,68.6252059936523,153.811141967773,100.375038146973,44.783870697021506,3.9774248760432704,566730.0,,,,6.849879781232059,62.1713049096165,5949.56456745472,11.9119616896329,119.84
26,2018.0,YR2018,Brazil,BRA,30.5895132620158,9.46747660636902,3.96492034196854,10.255295783281301,41.8793767690659,388.97537231445295,616.561218261719,58.054226636886604,539.207275390625,854.6923828125,0.977503418922424,0.616686165332794,25.061716243087602,8358140.0,134981.375,11.939294933562,21650181.0,12.7938665313678,43.383379793383504,8397.11814360887,5.63575049840735,136.5
