,Country Name,total_cases,total_deaths,continent,population,Year,Births attended by skilled health staff (% of total) [SH.STA.BRTC.ZS],Current health expenditure per capita (current US$) [SH.XPD.CHEX.PC.CD],"Current health expenditure per capita, PPP (current international $) [SH.XPD.CHEX.PP.CD]",Diabetes prevalence (% of population ages 20 to 79) [SH.STA.DIAB.ZS],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Labor force, total [SL.TLF.TOTL.IN]","Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]","Literacy rate, youth total (% of people ages 15-24) [SE.ADT.1524.LT.ZS]",Net migration [SM.POP.NETM],People using at least basic drinking water services (% of population) [SH.H2O.BASW.ZS],People using at least basic sanitation services (% of population) [SH.STA.BASS.ZS],Rural population (% of total population) [SP.RUR.TOTL.ZS],"School enrollment, primary (% gross) [SE.PRM.ENRR]","School enrollment, secondary (% gross) [SE.SEC.ENRR]","School enrollment, tertiary (% gross) [SE.TER.ENRR]","Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age) [SH.ALC.PCAP.LI]",Urban population (% of total population) [SP.URB.TOTL.IN.ZS],Time Code,"Age dependency ratio, young (% of working-age population) [SP.POP.DPND.YG]",Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS],Domestic general government health expenditure (% of GDP) [SH.XPD.GHED.GD.ZS],Domestic general government health expenditure (% of general government expenditure) [SH.XPD.GHED.GE.ZS],Domestic general government health expenditure (% of current health expenditure) [SH.XPD.GHED.CH.ZS],Domestic general government health expenditure per capita (current US$) [SH.XPD.GHED.PC.CD],"Domestic general government health expenditure per capita, PPP (current international $) [SH.XPD.GHED.PP.CD]",Domestic private health expenditure (% of current health expenditure) [SH.XPD.PVTD.CH.ZS],Domestic private health expenditure per capita (current US$) [SH.XPD.PVTD.PC.CD],"Domestic private health expenditure per capita, PPP (current international $) [SH.XPD.PVTD.PP.CD]",Population density (people per sq. km of land area) [EN.POP.DNST],Land area (sq. km) [AG.LND.TOTL.K2],Urban land area (sq. km) [AG.LND.TOTL.UR.K2],Population in largest city [EN.URB.LCTY],"Age dependency ratio, old (% of working-age population) [SP.POP.DPND.OL]",Age dependency ratio (% of working-age population) [SP.POP.DPND],Adjusted net national income per capita (current US$) [NY.ADJ.NNTY.PC.CD],Food imports (% of merchandise imports) [TM.VAL.FOOD.ZS.UN],Food production index (2004-2006 = 100) [AG.PRD.FOOD.XD],2week,3week,4week,5week,6week
97,Australia,565,6,Oceania,25499881,2020,99.7,5002.35827732,4529.88708182,5.7,82.4975609756098,13133575,95.06944,98.75365,791229,99.9699355966804,99.9911523822512,13.988,100.339,150.3115,113.1422,10.6,86.012,YR2018,29.4547356175126,9.20594781637192,6.34408071637154,17.797327041626,68.9128518104553,3674.3076171875,3318.94897460938,31.0871511697769,1657.51025390625,1497.205078125,3.24912948744283,7692020,36745.70313,4792281,24.0303526189308,53.4850882364433,41489.4767632325,6.64953765441637,105.58,True,True,True,False,False
98,Australia,709,6,Oceania,25499881,2020,99.7,5002.35827732,4529.88708182,5.7,82.4975609756098,13133575,95.06944,98.75365,791229,99.9699355966804,99.9911523822512,13.988,100.339,150.3115,113.1422,10.6,86.012,YR2018,29.4547356175126,9.20594781637192,6.34408071637154,17.797327041626,68.9128518104553,3674.3076171875,3318.94897460938,31.0871511697769,1657.51025390625,1497.205078125,3.24912948744283,7692020,36745.70313,4792281,24.0303526189308,53.4850882364433,41489.4767632325,6.64953765441637,105.58,True,True,True,False,False
99,Australia,874,7,Oceania,25499881,2020,99.7,5002.35827732,4529.88708182,5.7,82.4975609756098,13133575,95.06944,98.75365,791229,99.9699355966804,99.9911523822512,13.988,100.339,150.3115,113.1422,10.6,86.012,YR2018,29.4547356175126,9.20594781637192,6.34408071637154,17.797327041626,68.9128518104553,3674.3076171875,3318.94897460938,31.0871511697769,1657.51025390625,1497.205078125,3.24912948744283,7692020,36745.70313,4792281,24.0303526189308,53.4850882364433,41489.4767632325,6.64953765441637,105.58,True,True,True,False,False
100,Australia,1098,7,Oceania,25499881,2020,99.7,5002.35827732,4529.88708182,5.7,82.4975609756098,13133575,95.06944,98.75365,791229,99.9699355966804,99.9911523822512,13.988,100.339,150.3115,113.1422,10.6,86.012,YR2018,29.4547356175126,9.20594781637192,6.34408071637154,17.797327041626,68.9128518104553,3674.3076171875,3318.94897460938,31.0871511697769,1657.51025390625,1497.205078125,3.24912948744283,7692020,36745.70313,4792281,24.0303526189308,53.4850882364433,41489.4767632325,6.64953765441637,105.58,True,True,True,False,False
101,Australia,1709,7,Oceania,25499881,2020,99.7,5002.35827732,4529.88708182,5.7,82.4975609756098,13133575,95.06944,98.75365,791229,99.9699355966804,99.9911523822512,13.988,100.339,150.3115,113.1422,10.6,86.012,YR2018,29.4547356175126,9.20594781637192,6.34408071637154,17.797327041626,68.9128518104553,3674.3076171875,3318.94897460938,31.0871511697769,1657.51025390625,1497.205078125,3.24912948744283,7692020,36745.70313,4792281,24.0303526189308,53.4850882364433,41489.4767632325,6.64953765441637,105.58,False,True,True,False,False
102,Australia,1823,7,Oceania,25499881,2020,99.7,5002.35827732,4529.88708182,5.7,82.4975609756098,13133575,95.06944,98.75365,791229,99.9699355966804,99.9911523822512,13.988,100.339,150.3115,113.1422,10.6,86.012,YR2018,29.4547356175126,9.20594781637192,6.34408071637154,17.797327041626,68.9128518104553,3674.3076171875,3318.94897460938,31.0871511697769,1657.51025390625,1497.205078125,3.24912948744283,7692020,36745.70313,4792281,24.0303526189308,53.4850882364433,41489.4767632325,6.64953765441637,105.58,False,True,True,False,False
103,Australia,2423,8,Oceania,25499881,2020,99.7,5002.35827732,4529.88708182,5.7,82.4975609756098,13133575,95.06944,98.75365,791229,99.9699355966804,99.9911523822512,13.988,100.339,150.3115,113.1422,10.6,86.012,YR2018,29.4547356175126,9.20594781637192,6.34408071637154,17.797327041626,68.9128518104553,3674.3076171875,3318.94897460938,31.0871511697769,1657.51025390625,1497.205078125,3.24912948744283,7692020,36745.70313,4792281,24.0303526189308,53.4850882364433,41489.4767632325,6.64953765441637,105.58,False,True,True,False,False
104,Australia,2799,11,Oceania,25499881,2020,99.7,5002.35827732,4529.88708182,5.7,82.4975609756098,13133575,95.06944,98.75365,791229,99.9699355966804,99.9911523822512,13.988,100.339,150.3115,113.1422,10.6,86.012,YR2018,29.4547356175126,9.20594781637192,6.34408071637154,17.797327041626,68.9128518104553,3674.3076171875,3318.94897460938,31.0871511697769,1657.51025390625,1497.205078125,3.24912948744283,7692020,36745.70313,4792281,24.0303526189308,53.4850882364433,41489.4767632325,6.64953765441637,105.58,False,True,True,False,False
105,Australia,3166,13,Oceania,25499881,2020,99.7,5002.35827732,4529.88708182,5.7,82.4975609756098,13133575,95.06944,98.75365,791229,99.9699355966804,99.9911523822512,13.988,100.339,150.3115,113.1422,10.6,86.012,YR2018,29.4547356175126,9.20594781637192,6.34408071637154,17.797327041626,68.9128518104553,3674.3076171875,3318.94897460938,31.0871511697769,1657.51025390625,1497.205078125,3.24912948744283,7692020,36745.70313,4792281,24.0303526189308,53.4850882364433,41489.4767632325,6.64953765441637,105.58,False,True,True,False,False
106,Australia,3378,13,Oceania,25499881,2020,99.7,5002.35827732,4529.88708182,5.7,82.4975609756098,13133575,95.06944,98.75365,791229,99.9699355966804,99.9911523822512,13.988,100.339,150.3115,113.1422,10.6,86.012,YR2018,29.4547356175126,9.20594781637192,6.34408071637154,17.797327041626,68.9128518104553,3674.3076171875,3318.94897460938,31.0871511697769,1657.51025390625,1497.205078125,3.24912948744283,7692020,36745.70313,4792281,24.0303526189308,53.4850882364433,41489.4767632325,6.64953765441637,105.58,False,True,True,False,False
107,Australia,3809,14,Oceania,25499881,2020,99.7,5002.35827732,4529.88708182,5.7,82.4975609756098,13133575,95.06944,98.75365,791229,99.9699355966804,99.9911523822512,13.988,100.339,150.3115,113.1422,10.6,86.012,YR2018,29.4547356175126,9.20594781637192,6.34408071637154,17.797327041626,68.9128518104553,3674.3076171875,3318.94897460938,31.0871511697769,1657.51025390625,1497.205078125,3.24912948744283,7692020,36745.70313,4792281,24.0303526189308,53.4850882364433,41489.4767632325,6.64953765441637,105.58,False,True,True,False,False
108,Australia,4093,16,Oceania,25499881,2020,99.7,5002.35827732,4529.88708182,5.7,82.4975609756098,13133575,95.06944,98.75365,791229,99.9699355966804,99.9911523822512,13.988,100.339,150.3115,113.1422,10.6,86.012,YR2018,29.4547356175126,9.20594781637192,6.34408071637154,17.797327041626,68.9128518104553,3674.3076171875,3318.94897460938,31.0871511697769,1657.51025390625,1497.205078125,3.24912948744283,7692020,36745.70313,4792281,24.0303526189308,53.4850882364433,41489.4767632325,6.64953765441637,105.58,False,False,True,False,False
109,Australia,4557,19,Oceania,25499881,2020,99.7,5002.35827732,4529.88708182,5.7,82.4975609756098,13133575,95.06944,98.75365,791229,99.9699355966804,99.9911523822512,13.988,100.339,150.3115,113.1422,10.6,86.012,YR2018,29.4547356175126,9.20594781637192,6.34408071637154,17.797327041626,68.9128518104553,3674.3076171875,3318.94897460938,31.0871511697769,1657.51025390625,1497.205078125,3.24912948744283,7692020,36745.70313,4792281,24.0303526189308,53.4850882364433,41489.4767632325,6.64953765441637,105.58,False,False,True,False,False
110,Australia,4707,20,Oceania,25499881,2020,99.7,5002.35827732,4529.88708182,5.7,82.4975609756098,13133575,95.06944,98.75365,791229,99.9699355966804,99.9911523822512,13.988,100.339,150.3115,113.1422,10.6,86.012,YR2018,29.4547356175126,9.20594781637192,6.34408071637154,17.797327041626,68.9128518104553,3674.3076171875,3318.94897460938,31.0871511697769,1657.51025390625,1497.205078125,3.24912948744283,7692020,36745.70313,4792281,24.0303526189308,53.4850882364433,41489.4767632325,6.64953765441637,105.58,False,False,True,False,False
111,Australia,4976,21,Oceania,25499881,2020,99.7,5002.35827732,4529.88708182,5.7,82.4975609756098,13133575,95.06944,98.75365,791229,99.9699355966804,99.9911523822512,13.988,100.339,150.3115,113.1422,10.6,86.012,YR2018,29.4547356175126,9.20594781637192,6.34408071637154,17.797327041626,68.9128518104553,3674.3076171875,3318.94897460938,31.0871511697769,1657.51025390625,1497.205078125,3.24912948744283,7692020,36745.70313,4792281,24.0303526189308,53.4850882364433,41489.4767632325,6.64953765441637,105.58,False,False,True,False,False
112,Australia,5224,23,Oceania,25499881,2020,99.7,5002.35827732,4529.88708182,5.7,82.4975609756098,13133575,95.06944,98.75365,791229,99.9699355966804,99.9911523822512,13.988,100.339,150.3115,113.1422,10.6,86.012,YR2018,29.4547356175126,9.20594781637192,6.34408071637154,17.797327041626,68.9128518104553,3674.3076171875,3318.94897460938,31.0871511697769,1657.51025390625,1497.205078125,3.24912948744283,7692020,36745.70313,4792281,24.0303526189308,53.4850882364433,41489.4767632325,6.64953765441637,105.58,False,False,True,False,False
113,Australia,5548,30,Oceania,25499881,2020,99.7,5002.35827732,4529.88708182,5.7,82.4975609756098,13133575,95.06944,98.75365,791229,99.9699355966804,99.9911523822512,13.988,100.339,150.3115,113.1422,10.6,86.012,YR2018,29.4547356175126,9.20594781637192,6.34408071637154,17.797327041626,68.9128518104553,3674.3076171875,3318.94897460938,31.0871511697769,1657.51025390625,1497.205078125,3.24912948744283,7692020,36745.70313,4792281,24.0303526189308,53.4850882364433,41489.4767632325,6.64953765441637,105.58,False,False,True,False,False
114,Australia,5687,34,Oceania,25499881,2020,99.7,5002.35827732,4529.88708182,5.7,82.4975609756098,13133575,95.06944,98.75365,791229,99.9699355966804,99.9911523822512,13.988,100.339,150.3115,113.1422,10.6,86.012,YR2018,29.4547356175126,9.20594781637192,6.34408071637154,17.797327041626,68.9128518104553,3674.3076171875,3318.94897460938,31.0871511697769,1657.51025390625,1497.205078125,3.24912948744283,7692020,36745.70313,4792281,24.0303526189308,53.4850882364433,41489.4767632325,6.64953765441637,105.58,False,False,True,False,False
116,Austria,99,0,Europe,9006400,2020,98.4,4688.28020378,5295.1817721,8.9,81.6414634146342,4566467,95.06944,98.75365,324998,100,99.9729096123263,41.703,103.1132,100.4552,85.05714,11.6,58.297,YR2018,21.4360478032517,10.3966169059277,7.52637535333633,15.3053984045982,72.3925411701202,3576.10131835938,4066.576171875,27.6074588298798,1363.77404785156,1550.8203125,107.206926667578,82522.998046875,8568.158203,1900547,28.4878923188851,49.9239401221367,38747.991332317,7.47898277616151,101.29,True,True,True,False,False
117,Austria,102,0,Europe,9006400,2020,98.4,4688.28020378,5295.1817721,8.9,81.6414634146342,4566467,95.06944,98.75365,324998,100,99.9729096123263,41.703,103.1132,100.4552,85.05714,11.6,58.297,YR2018,21.4360478032517,10.3966169059277,7.52637535333633,15.3053984045982,72.3925411701202,3576.10131835938,4066.576171875,27.6074588298798,1363.77404785156,1550.8203125,107.206926667578,82522.998046875,8568.158203,1900547,28.4878923188851,49.9239401221367,38747.991332317,7.47898277616151,101.29,True,True,True,False,False
118,Austria,131,0,Europe,9006400,2020,98.4,4688.28020378,5295.1817721,8.9,81.6414634146342,4566467,95.06944,98.75365,324998,100,99.9729096123263,41.703,103.1132,100.4552,85.05714,11.6,58.297,YR2018,21.4360478032517,10.3966169059277,7.52637535333633,15.3053984045982,72.3925411701202,3576.10131835938,4066.576171875,27.6074588298798,1363.77404785156,1550.8203125,107.206926667578,82522.998046875,8568.158203,1900547,28.4878923188851,49.9239401221367,38747.991332317,7.47898277616151,101.29,True,True,True,False,False
119,Austria,182,0,Europe,9006400,2020,98.4,4688.28020378,5295.1817721,8.9,81.6414634146342,4566467,95.06944,98.75365,324998,100,99.9729096123263,41.703,103.1132,100.4552,85.05714,11.6,58.297,YR2018,21.4360478032517,10.3966169059277,7.52637535333633,15.3053984045982,72.3925411701202,3576.10131835938,4066.576171875,27.6074588298798,1363.77404785156,1550.8203125,107.206926667578,82522.998046875,8568.158203,1900547,28.4878923188851,49.9239401221367,38747.991332317,7.47898277616151,101.29,True,True,True,False,False
120,Austria,246,0,Europe,9006400,2020,98.4,4688.28020378,5295.1817721,8.9,81.6414634146342,4566467,95.06944,98.75365,324998,100,99.9729096123263,41.703,103.1132,100.4552,85.05714,11.6,58.297,YR2018,21.4360478032517,10.3966169059277,7.52637535333633,15.3053984045982,72.3925411701202,3576.10131835938,4066.576171875,27.6074588298798,1363.77404785156,1550.8203125,107.206926667578,82522.998046875,8568.158203,1900547,28.4878923188851,49.9239401221367,38747.991332317,7.47898277616151,101.29,True,True,True,False,False
121,Austria,361,1,Europe,9006400,2020,98.4,4688.28020378,5295.1817721,8.9,81.6414634146342,4566467,95.06944,98.75365,324998,100,99.9729096123263,41.703,103.1132,100.4552,85.05714,11.6,58.297,YR2018,21.4360478032517,10.3966169059277,7.52637535333633,15.3053984045982,72.3925411701202,3576.10131835938,4066.576171875,27.6074588298798,1363.77404785156,1550.8203125,107.206926667578,82522.998046875,8568.158203,1900547,28.4878923188851,49.9239401221367,38747.991332317,7.47898277616151,101.29,True,True,True,False,False
122,Austria,504,1,Europe,9006400,2020,98.4,4688.28020378,5295.1817721,8.9,81.6414634146342,4566467,95.06944,98.75365,324998,100,99.9729096123263,41.703,103.1132,100.4552,85.05714,11.6,58.297,YR2018,21.4360478032517,10.3966169059277,7.52637535333633,15.3053984045982,72.3925411701202,3576.10131835938,4066.576171875,27.6074588298798,1363.77404785156,1550.8203125,107.206926667578,82522.998046875,8568.158203,1900547,28.4878923188851,49.9239401221367,38747.991332317,7.47898277616151,101.29,True,True,True,False,False
123,Austria,655,1,Europe,9006400,2020,98.4,4688.28020378,5295.1817721,8.9,81.6414634146342,4566467,95.06944,98.75365,324998,100,99.9729096123263,41.703,103.1132,100.4552,85.05714,11.6,58.297,YR2018,21.4360478032517,10.3966169059277,7.52637535333633,15.3053984045982,72.3925411701202,3576.10131835938,4066.576171875,27.6074588298798,1363.77404785156,1550.8203125,107.206926667578,82522.998046875,8568.158203,1900547,28.4878923188851,49.9239401221367,38747.991332317,7.47898277616151,101.29,True,True,True,False,False
124,Austria,860,1,Europe,9006400,2020,98.4,4688.28020378,5295.1817721,8.9,81.6414634146342,4566467,95.06944,98.75365,324998,100,99.9729096123263,41.703,103.1132,100.4552,85.05714,11.6,58.297,YR2018,21.4360478032517,10.3966169059277,7.52637535333633,15.3053984045982,72.3925411701202,3576.10131835938,4066.576171875,27.6074588298798,1363.77404785156,1550.8203125,107.206926667578,82522.998046875,8568.158203,1900547,28.4878923188851,49.9239401221367,38747.991332317,7.47898277616151,101.29,True,True,True,False,False
125,Austria,1016,3,Europe,9006400,2020,98.4,4688.28020378,5295.1817721,8.9,81.6414634146342,4566467,95.06944,98.75365,324998,100,99.9729096123263,41.703,103.1132,100.4552,85.05714,11.6,58.297,YR2018,21.4360478032517,10.3966169059277,7.52637535333633,15.3053984045982,72.3925411701202,3576.10131835938,4066.576171875,27.6074588298798,1363.77404785156,1550.8203125,107.206926667578,82522.998046875,8568.158203,1900547,28.4878923188851,49.9239401221367,38747.991332317,7.47898277616151,101.29,True,True,True,False,False
126,Austria,1332,3,Europe,9006400,2020,98.4,4688.28020378,5295.1817721,8.9,81.6414634146342,4566467,95.06944,98.75365,324998,100,99.9729096123263,41.703,103.1132,100.4552,85.05714,11.6,58.297,YR2018,21.4360478032517,10.3966169059277,7.52637535333633,15.3053984045982,72.3925411701202,3576.10131835938,4066.576171875,27.6074588298798,1363.77404785156,1550.8203125,107.206926667578,82522.998046875,8568.158203,1900547,28.4878923188851,49.9239401221367,38747.991332317,7.47898277616151,101.29,True,True,True,False,False
127,Austria,1646,4,Europe,9006400,2020,98.4,4688.28020378,5295.1817721,8.9,81.6414634146342,4566467,95.06944,98.75365,324998,100,99.9729096123263,41.703,103.1132,100.4552,85.05714,11.6,58.297,YR2018,21.4360478032517,10.3966169059277,7.52637535333633,15.3053984045982,72.3925411701202,3576.10131835938,4066.576171875,27.6074588298798,1363.77404785156,1550.8203125,107.206926667578,82522.998046875,8568.158203,1900547,28.4878923188851,49.9239401221367,38747.991332317,7.47898277616151,101.29,True,True,True,False,False
128,Austria,2196,6,Europe,9006400,2020,98.4,4688.28020378,5295.1817721,8.9,81.6414634146342,4566467,95.06944,98.75365,324998,100,99.9729096123263,41.703,103.1132,100.4552,85.05714,11.6,58.297,YR2018,21.4360478032517,10.3966169059277,7.52637535333633,15.3053984045982,72.3925411701202,3576.10131835938,4066.576171875,27.6074588298798,1363.77404785156,1550.8203125,107.206926667578,82522.998046875,8568.158203,1900547,28.4878923188851,49.9239401221367,38747.991332317,7.47898277616151,101.29,True,True,True,False,False
129,Austria,2649,6,Europe,9006400,2020,98.4,4688.28020378,5295.1817721,8.9,81.6414634146342,4566467,95.06944,98.75365,324998,100,99.9729096123263,41.703,103.1132,100.4552,85.05714,11.6,58.297,YR2018,21.4360478032517,10.3966169059277,7.52637535333633,15.3053984045982,72.3925411701202,3576.10131835938,4066.576171875,27.6074588298798,1363.77404785156,1550.8203125,107.206926667578,82522.998046875,8568.158203,1900547,28.4878923188851,49.9239401221367,38747.991332317,7.47898277616151,101.29,True,True,True,False,False
130,Austria,3024,8,Europe,9006400,2020,98.4,4688.28020378,5295.1817721,8.9,81.6414634146342,4566467,95.06944,98.75365,324998,100,99.9729096123263,41.703,103.1132,100.4552,85.05714,11.6,58.297,YR2018,21.4360478032517,10.3966169059277,7.52637535333633,15.3053984045982,72.3925411701202,3576.10131835938,4066.576171875,27.6074588298798,1363.77404785156,1550.8203125,107.206926667578,82522.998046875,8568.158203,1900547,28.4878923188851,49.9239401221367,38747.991332317,7.47898277616151,101.29,False,True,True,False,False
131,Austria,3631,16,Europe,9006400,2020,98.4,4688.28020378,5295.1817721,8.9,81.6414634146342,4566467,95.06944,98.75365,324998,100,99.9729096123263,41.703,103.1132,100.4552,85.05714,11.6,58.297,YR2018,21.4360478032517,10.3966169059277,7.52637535333633,15.3053984045982,72.3925411701202,3576.10131835938,4066.576171875,27.6074588298798,1363.77404785156,1550.8203125,107.206926667578,82522.998046875,8568.158203,1900547,28.4878923188851,49.9239401221367,38747.991332317,7.47898277616151,101.29,False,True,True,False,False
